stream_index	book	chapter	verse	g_idx	predication_id	finite_verb	finite_lemma	finite_morphgnt	finite_compact	nbla_idx	nbla_text	subject_status	subject_source	subject_token	subject_person	subject_number	independence_status	independence_source	subordination_status	subordination_source	subordination_markers	certainty_finite_verb	certainty_predication	certainty_independence
96	1corintios	3	6	02	1corintios-3-6-P01	ἐφύτευσα	φυτεύω	V- 1AAI-S--	V-AAI-1S	02	planté	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
97	1corintios	3	6	04	1corintios-3-6-P02	ἐπότισεν	ποτίζω	V- 3AAI-S--	V-AAI-3S	04	regó	candidate	nearest_agreeing_nominative_no_visible_boundary	03			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
98	1corintios	3	6	08	1corintios-3-6-P03	ηὔξανεν	αὐξάνω	V- 3IAI-S--	V-IAI-3S	07-10	ha dado el crecimiento	candidate	nearest_agreeing_nominative_no_visible_boundary	07			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
99	1corintios	3	7	05	1corintios-3-7-P01	ἐστίν	εἰμί	V- 3PAI-S--	V-PAI-3S	11	es	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὥστε"", ""key"": ""ωστε"", ""token"": ""01""}]"	confirmed	candidate	unresolved
100	1corintios	3	8	08	1corintios-3-8-P01	εἰσιν	εἰμί	V- 3PAI-P--	V-PAI-3P	10	son	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
101	1corintios	3	8	14	1corintios-3-8-P02	λήμψεται	λαμβάνω	V- 3FMI-S--	V-FMI-3S	17	recibirá	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
102	1corintios	3	9	03	1corintios-3-9-P01	ἐσμεν	εἰμί	V- 1PAI-P--	V-PAI-1P	03	somos	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
103	1corintios	3	9	09	1corintios-3-9-P02	ἐστε	εἰμί	V- 2PAI-P--	V-PAI-2P	10-12	y ustedes son	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
104	1corintios	3	10	13	1corintios-3-10-P01	ἔθηκα	τίθημι	V- 1AAI-S--	V-AAI-1S	15	puse	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""09""}]"	confirmed	candidate	unresolved
105	1corintios	3	10	16	1corintios-3-10-P02	ἐποικοδομεῖ	ἐποικοδομέω	V- 3PAI-S--	V-PAI-3S	20-22	edifica sobre él	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
106	1corintios	3	10	19	1corintios-3-10-P03	βλεπέτω	βλέπω	V- 3PAD-S--	V-PAD-3S	26-27	tenga cuidado	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
107	1corintios	3	10	21	1corintios-3-10-P04	ἐποικοδομεῖ	ἐποικοδομέω	V- 3PAI-S--	V-PAI-3S	29-30	edifica encima	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
108	1corintios	3	11	05	1corintios-3-11-P01	δύναται	δύναμαι	V- 3PMI-S--	V-PMI-3S	03	puede	candidate	nearest_agreeing_nominative_no_visible_boundary	04			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
109	1corintios	3	11	11	1corintios-3-11-P02	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	15	es	candidate	nearest_agreeing_nominative_no_visible_boundary	10			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
110	1corintios	3	12	04	1corintios-3-12-P01	ἐποικοδομεῖ	ἐποικοδομέω	V- 3PAI-S--	V-PAI-3S	08	edifica	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
111	1corintios	3	13	05	1corintios-3-13-P01	γενήσεται	γίνομαι	V- 3FMI-S--	V-FMI-3S	06-07	se hará	candidate	nearest_agreeing_nominative_no_visible_boundary	04			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
112	1corintios	3	13	09	1corintios-3-13-P02	δηλώσει	δηλόω	V- 3FAI-S--	V-FAI-3S	12-15	la dará a conocer	candidate	nearest_agreeing_nominative_no_visible_boundary	08			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
113	1corintios	3	13	13	1corintios-3-13-P03	ἀποκαλύπτεται	ἀποκαλύπτω	V- 3PPI-S--	V-PPI-3S	19-20	será revelada	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""10""}]"	confirmed	candidate	unresolved
114	1corintios	3	13	19	1corintios-3-13-P04	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	-	-	candidate	nearest_agreeing_nominative_no_visible_boundary	18			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
115	1corintios	3	13	23	1corintios-3-13-P05	δοκιμάσει	δοκιμάζω	V- 3FAI-S--	V-FAI-3S	24	probará	candidate	nearest_agreeing_nominative_no_visible_boundary	22			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
116	1corintios	3	14	05	1corintios-3-14-P01	μενεῖ	μένω	V- 3FAI-S--	V-FAI-3S	02	permanece	candidate	nearest_agreeing_nominative_no_visible_boundary	04			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἴ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
117	1corintios	3	14	07	1corintios-3-14-P02	ἐποικοδόμησεν	ἐποικοδομέω	V- 3AAI-S--	V-AAI-3S	08-12	ha edificado sobre el fundamento	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
118	1corintios	3	14	09	1corintios-3-14-P03	λήμψεται	λαμβάνω	V- 3FMI-S--	V-FMI-3S	13	recibirá	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
119	1corintios	3	15	05	1corintios-3-15-P01	κατακαήσεται	κατακαίω	V- 3FPI-S--	V-FPI-3S	06-10	es consumida por el fuego	candidate	nearest_agreeing_nominative_no_visible_boundary	04			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἴ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
120	1corintios	3	15	06	1corintios-3-15-P02	ζημιωθήσεται	ζημιόω	V- 3FPI-S--	V-FPI-3S	11-12	sufrirá pérdida	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
121	1corintios	3	15	09	1corintios-3-15-P03	σωθήσεται	σῴζω	V- 3FPI-S--	V-FPI-3S	16-17	será salvo	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
122	1corintios	3	16	02	1corintios-3-16-P01	οἴδατε	οἶδα	V- 2XAI-P--	V-XAI-2P	02	saben	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
123	1corintios	3	16	06	1corintios-3-16-P02	ἐστε	εἰμί	V- 2PAI-P--	V-PAI-2P	04-05	ustedes son	confirmed	finite_verb_morphology		2	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""03""}]"	confirmed	candidate	unresolved
124	1corintios	3	16	12	1corintios-3-16-P03	οἰκεῖ	οἰκέω	V- 3PAI-S--	V-PAI-3S	15	habita	candidate	nearest_agreeing_nominative_no_visible_boundary	09			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
125	1corintios	3	17	07	1corintios-3-17-P01	φθείρει	φθείρω	V- 3PAI-S--	V-PAI-3S	03	destruye	candidate	nearest_agreeing_nominative_no_visible_boundary	02			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἴ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
126	1corintios	3	17	08	1corintios-3-17-P02	φθερεῖ	φθείρω	V- 3FAI-S--	V-FAI-3S	09-10	lo destruirá	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
127	1corintios	3	17	18	1corintios-3-17-P03	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	18	es	candidate	nearest_agreeing_nominative_no_visible_boundary	17			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
128	1corintios	3	17	20	1corintios-3-17-P04	ἐστε	εἰμί	V- 2PAI-P--	V-PAI-2P	26	son	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
129	1corintios	3	18	03	1corintios-3-18-P01	ἐξαπατάτω	ἐξαπατάω	V- 3PAD-S--	V-PAD-3S	02-03	se engañe	candidate	nearest_agreeing_nominative_no_visible_boundary	01			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
130	1corintios	3	18	06	1corintios-3-18-P02	δοκεῖ	δοκέω	V- 3PAI-S--	V-PAI-3S	11-12	se cree	candidate	nearest_agreeing_nominative_no_visible_boundary	05			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἴ"", ""key"": ""ει"", ""token"": ""04""}]"	confirmed	candidate	unresolved
131	1corintios	3	18	16	1corintios-3-18-P03	γενέσθω	γίνομαι	V- 3AMD-S--	V-AMD-3S	17	hágase	candidate	nearest_agreeing_nominative_no_visible_boundary	15			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
132	1corintios	3	18	18	1corintios-3-18-P04	γένηται	γίνομαι	V- 3AMS-S--	V-AMS-3S	22-24	llegar a ser	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""17""}]"	confirmed	candidate	unresolved
133	1corintios	3	19	11	1corintios-3-19-P01	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	07	es	candidate	nearest_agreeing_nominative_no_visible_boundary	07			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
134	1corintios	3	19	12	1corintios-3-19-P02	γέγραπται	γράφω	V- 3XPI-S--	V-XPI-3S	12-13	escrito está	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
135	1corintios	3	20	04	1corintios-3-20-P01	γινώσκει	γινώσκω	V- 3PAI-S--	V-PAI-3S	05	conoce	candidate	nearest_agreeing_nominative_no_visible_boundary	03			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
136	1corintios	3	20	10	1corintios-3-20-P02	εἰσὶν	εἰμί	V- 3PAI-P--	V-PAI-3P	13	son	confirmed	finite_verb_morphology		3	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""09""}]"	confirmed	candidate	unresolved
137	1corintios	3	21	03	1corintios-3-21-P01	καυχάσθω	καυχάομαι	V- 3PMD-S--	V-PMD-3S	04-05	se jacte	candidate	nearest_agreeing_nominative_no_visible_boundary	02			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὥστε"", ""key"": ""ωστε"", ""token"": ""01""}]"	confirmed	candidate	unresolved
138	1corintios	3	21	09	1corintios-3-21-P02	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	11	es	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
139	1corintios	4	1	03	1corintios-4-1-P01	λογιζέσθω	λογίζομαι	V- 3PMD-S--	V-PMD-3S	05	considere	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
140	1corintios	4	2	03	1corintios-4-2-P01	ζητεῖται	ζητέω	V- 3PPI-S--	V-PPI-3S	05-06	se requiere	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
141	1corintios	4	2	10	1corintios-4-2-P02	εὑρεθῇ	εὑρίσκω	V- 3APS-S--	V-APS-3S	15-16	sea hallado	candidate	nearest_agreeing_nominative_no_visible_boundary	09			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""07""}]"	confirmed	candidate	unresolved
142	1corintios	4	3	05	1corintios-4-3-P01	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	05	es	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
143	1corintios	4	3	09	1corintios-4-3-P02	ἀνακριθῶ	ἀνακρίνω	V- 1APS-S--	V-APS-1S	11-12	sea juzgado	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""06""}]"	confirmed	candidate	unresolved
144	1corintios	4	3	17	1corintios-4-3-P03	ἀνακρίνω	ἀνακρίνω	V- 1PAI-S--	V-PAI-1S	25-26	me juzgo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
145	1corintios	4	4	04	1corintios-4-4-P01	σύνοιδα	σύνοιδα	V- 1XAI-S--	V-XAI-1S	03-04	estoy consciente	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
146	1corintios	4	4	09	1corintios-4-4-P02	δεδικαίωμαι	δικαιόω	V- 1XPI-S--	V-XPI-1S	14-16	estoy sin culpa	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
147	1corintios	4	4	15	1corintios-4-4-P03	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	22	es	candidate	nearest_agreeing_nominative_no_visible_boundary	14			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
148	1corintios	4	5	06	1corintios-4-5-P01	κρίνετε	κρίνω	V- 2PAD-P--	V-PAD-2P	04	juzguen	confirmed	finite_verb_morphology		2	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὥστε"", ""key"": ""ωστε"", ""token"": ""01""}]"	confirmed	candidate	unresolved
149	1corintios	4	5	09	1corintios-4-5-P02	ἔλθῃ	ἔρχομαι	V- 3AAS-S--	V-AAS-3S	14	venga	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
150	1corintios	4	5	14	1corintios-4-5-P03	φωτίσει	φωτίζω	V- 3FAI-S--	V-FAI-3S	17-20	sacará a la luz	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
151	1corintios	4	5	20	1corintios-4-5-P04	φανερώσει	φανερόω	V- 3FAI-S--	V-FAI-3S	29-31	pondrá de manifiesto	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
152	1corintios	4	5	29	1corintios-4-5-P05	γενήσεται	γίνομαι	V- 3FMI-S--	V-FMI-3S	40	recibirá	candidate	nearest_agreeing_nominative_no_visible_boundary	28			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
153	1corintios	4	6	04	1corintios-4-6-P01	μετεσχημάτισα	μετασχηματίζω	V- 1AAI-S--	V-AAI-1S	04-08	he aplicado en sentido figurado	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
154	1corintios	4	6	14	1corintios-4-6-P02	μάθητε	μανθάνω	V- 2AAS-P--	V-AAS-2P	23	aprendan	confirmed	finite_verb_morphology		2	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""11""}]"	confirmed	candidate	unresolved
155	1corintios	4	6	19	1corintios-4-6-P03	γέγραπται	γράφω	V- 3XPI-S--	V-XPI-3S	29-30	está escrito	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
156	1corintios	4	6	26	1corintios-4-6-P04	φυσιοῦσθε	φυσιόω	V- 2PPI-P--	V-PPI-2P	36-38	se vuelva arrogante	confirmed	finite_verb_morphology		2	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""20""}]"	confirmed	candidate	unresolved
157	1corintios	4	7	04	1corintios-4-7-P01	διακρίνει	διακρίνω	V- 3PAI-S--	V-PAI-3S	04	distingue	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
158	1corintios	4	7	07	1corintios-4-7-P02	ἔχεις	ἔχω	V- 2PAI-S--	V-PAI-2S	06	tienes	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
159	1corintios	4	7	10	1corintios-4-7-P03	ἔλαβες	λαμβάνω	V- 2AAI-S--	V-AAI-2S	09	recibiste	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
160	1corintios	4	7	14	1corintios-4-7-P04	ἔλαβες	λαμβάνω	V- 2AAI-S--	V-AAI-2S	13	recibiste	confirmed	finite_verb_morphology		2	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""11""}]"	confirmed	candidate	unresolved
161	1corintios	4	7	16	1corintios-4-7-P05	καυχᾶσαι	καυχάομαι	V- 2PMI-S--	V-PMI-2S	16-17	te jactas	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
162	1corintios	4	8	03	1corintios-4-8-P01	ἐστέ	εἰμί	V- 2PAI-P--	V-PAI-2P	02	están	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
