REF	G_IDX	GREEK	LEMMA	RMAC	CURRENT_NBLA_IDX	CURRENT_NBLA_TEXT	CURRENT_ALIGNMENT	REASON	CANDIDATE_NBLA_IDX	CANDIDATE_NBLA_TEXT	SCORE	CONFIDENCE	NOTES	TSV_PATH
1corintios 14:25	07	γίνεται	γίνομαι	V-PMI-3S	07	al	direct	suspicious finite NBLA surface	05-06	corazón quedarán	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-25.tsv
1corintios 14:25	07	γίνεται	γίνομαι	V-PMI-3S	07	al	direct	suspicious finite NBLA surface	05-07	corazón quedarán al	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-25.tsv
1corintios 14:25	23	ἐστιν	εἰμί	V-PAI-3S	-	-	missing	missing finite NBLA	14	adorará	61	medium	contains verb-like Spanish token; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-25.tsv
1corintios 14:25	23	ἐστιν	εἰμί	V-PAI-3S	-	-	missing	missing finite NBLA	17	declarando	61	medium	contains verb-like Spanish token; currently owned by neighboring row G14 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-25.tsv
1corintios 14:25	23	ἐστιν	εἰμί	V-PAI-3S	-	-	missing	missing finite NBLA	20	verdad	61	medium	contains verb-like Spanish token; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-25.tsv
1corintios 14:25	23	ἐστιν	εἰμί	V-PAI-3S	-	-	missing	missing finite NBLA	22	está	61	medium	contains verb-like Spanish token; currently owned by neighboring row G19 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-25.tsv
1corintios 14:25	23	ἐστιν	εἰμί	V-PAI-3S	-	-	missing	missing finite NBLA	23	entre	61	medium	contains verb-like Spanish token; currently owned by neighboring row G20 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-25.tsv
1corintios 14:28	06	σιγάτω	σιγάω	V-PAD-3S	06	que	direct	suspicious finite NBLA surface	05	intérprete	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-28.tsv
1corintios 14:28	06	σιγάτω	σιγάω	V-PAD-3S	06	que	direct	suspicious finite NBLA surface	07	guarde	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-28.tsv
1corintios 14:28	06	σιγάτω	σιγάω	V-PAD-3S	06	que	direct	suspicious finite NBLA surface	08	silencio	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-28.tsv
1corintios 14:28	06	σιγάτω	σιγάω	V-PAD-3S	06	que	direct	suspicious finite NBLA surface	01-02	pero si	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-28.tsv
1corintios 14:28	06	σιγάτω	σιγάω	V-PAD-3S	06	que	direct	suspicious finite NBLA surface	01-03	pero si no	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-28.tsv
1corintios 14:29	10	διακρινέτωσαν	διακρίνω	V-PAD-3P	-	-	missing	missing finite NBLA	11	juzguen	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-29.tsv
1corintios 14:29	10	διακρινέτωσαν	διακρίνω	V-PAD-3P	-	-	missing	missing finite NBLA	09-11	los demás juzguen	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-29.tsv
1corintios 14:29	10	διακρινέτωσαν	διακρίνω	V-PAD-3P	-	-	missing	missing finite NBLA	10-11	demás juzguen	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-29.tsv
1corintios 14:29	10	διακρινέτωσαν	διακρίνω	V-PAD-3P	-	-	missing	missing finite NBLA	08-11	y los demás juzguen	66	medium	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-29.tsv
1corintios 14:29	10	διακρινέτωσαν	διακρίνω	V-PAD-3P	-	-	missing	missing finite NBLA	05	tres	61	medium	contains verb-like Spanish token; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-29.tsv
1corintios 14:31	09	μανθάνωσιν	μανθάνω	V-PAS-3P	12	y	direct	suspicious finite NBLA surface	02-04	todos pueden profetizar	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-31.tsv
1corintios 14:31	09	μανθάνωσιν	μανθάνω	V-PAS-3P	12	y	direct	suspicious finite NBLA surface	03-04	pueden profetizar	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-31.tsv
1corintios 14:31	09	μανθάνωσιν	μανθάνω	V-PAS-3P	12	y	direct	suspicious finite NBLA surface	03-05	pueden profetizar uno	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-31.tsv
1corintios 14:31	09	μανθάνωσιν	μανθάνω	V-PAS-3P	12	y	direct	suspicious finite NBLA surface	03	pueden	77	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-31.tsv
1corintios 14:31	09	μανθάνωσιν	μανθάνω	V-PAS-3P	12	y	direct	suspicious finite NBLA surface	11	aprendan	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-31.tsv
1corintios 14:31	12	παρακαλῶνται	παρακαλέω	V-PPS-3P	-	-	missing	missing finite NBLA	03	pueden	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-31.tsv
1corintios 14:31	12	παρακαλῶνται	παρακαλέω	V-PPS-3P	-	-	missing	missing finite NBLA	02-03	todos pueden	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-31.tsv
1corintios 14:31	12	παρακαλῶνται	παρακαλέω	V-PPS-3P	-	-	missing	missing finite NBLA	02-04	todos pueden profetizar	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-31.tsv
1corintios 14:31	12	παρακαλῶνται	παρακαλέω	V-PPS-3P	-	-	missing	missing finite NBLA	03-04	pueden profetizar	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-31.tsv
1corintios 14:31	12	παρακαλῶνται	παρακαλέω	V-PPS-3P	-	-	missing	missing finite NBLA	03-05	pueden profetizar uno	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-31.tsv
1corintios 14:34	13	ὑποτασσέσθωσαν	ὑποτάσσω	V-PPD-3P	16	que	direct	suspicious finite NBLA surface	12	permitido	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-34.tsv
1corintios 14:34	13	ὑποτασσέσθωσαν	ὑποτάσσω	V-PPD-3P	16	que	direct	suspicious finite NBLA surface	14	antes	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-34.tsv
1corintios 14:34	13	ὑποτασσέσθωσαν	ὑποτάσσω	V-PPD-3P	16	que	direct	suspicious finite NBLA surface	15	bien	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-34.tsv
1corintios 14:34	13	ὑποτασσέσθωσαν	ὑποτάσσω	V-PPD-3P	16	que	direct	suspicious finite NBLA surface	18	sujeten	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G15 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-34.tsv
1corintios 14:34	13	ὑποτασσέσθωσαν	ὑποτάσσω	V-PPD-3P	16	que	direct	suspicious finite NBLA surface	19	como	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G15 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-34.tsv
1corintios 14:39	11	κωλύετε	κωλύω	V-PAD-2P	12	en	direct	suspicious finite NBLA surface	10	prohíban	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-39.tsv
1corintios 14:39	11	κωλύετε	κωλύω	V-PAD-2P	12	en	direct	suspicious finite NBLA surface	13	lenguas	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-39.tsv
1corintios 14:39	11	κωλύετε	κωλύω	V-PAD-2P	12	en	direct	suspicious finite NBLA surface	08-10	y no prohíban	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-39.tsv
1corintios 14:39	11	κωλύετε	κωλύω	V-PAD-2P	12	en	direct	suspicious finite NBLA surface	09-10	no prohíban	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-39.tsv
1corintios 14:39	11	κωλύετε	κωλύω	V-PAD-2P	12	en	direct	suspicious finite NBLA surface	09-11	no prohíban hablar	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-39.tsv
