approved	stem	ref	greek_idx	greek_span	nbla_idx	nbla_span	suggested_type	source	reason	confidence	repeat_count	phrase_key	existing_rule	duplicate_of	yaml_suggestion
	romanos-1-30	romanos 1:30	07-08	κακῶν, γονεῦσιν	10-15	lo malo, desobedientes a los padres,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	κακων γονευσιν => lo malo desobedientes a los padres	no		"{""match"": {""greek"": [""κακῶν,"", ""γονεῦσιν""]}, ""action"": {""nbla"": [""lo"", ""malo,"", ""desobedientes"", ""a"", ""los"", ""padres,""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-1-30	romanos 1:30	08-09	γονεῦσιν ἀπειθεῖς,	10-15	lo malo, desobedientes a los padres,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	γονευσιν απειθεις => lo malo desobedientes a los padres	no		"{""match"": {""greek"": [""γονεῦσιν"", ""ἀπειθεῖς,""]}, ""action"": {""nbla"": [""lo"", ""malo,"", ""desobedientes"", ""a"", ""los"", ""padres,""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-1-31	romanos 1:31	02-03	ἀσυνθέτους, ⸀ἀστόργους,	05-08	confianza, sin amor, despiadados.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	ασυνθετους ⸀αστοργους => confianza sin amor despiadados	no		"{""match"": {""greek"": [""ἀσυνθέτους,"", ""⸀ἀστόργους,""]}, ""action"": {""nbla"": [""confianza,"", ""sin"", ""amor,"", ""despiadados.""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-1-31	romanos 1:31	03-04	⸀ἀστόργους, ἀνελεήμονας·	05-08	confianza, sin amor, despiadados.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	⸀αστοργους ανελεημονας => confianza sin amor despiadados	no		"{""match"": {""greek"": [""⸀ἀστόργους,"", ""ἀνελεήμονας·""]}, ""action"": {""nbla"": [""confianza,"", ""sin"", ""amor,"", ""despiadados.""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-1-32	romanos 1:32	02-03	τὸ δικαίωμα	02-03	aunque conocen	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	το δικαιωμα => aunque conocen	no		"{""match"": {""greek"": [""τὸ"", ""δικαίωμα""]}, ""action"": {""nbla"": [""aunque"", ""conocen""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-1-32	romanos 1:32	01-03	οἵτινες τὸ δικαίωμα	02-03	aunque conocen	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	οιτινες το δικαιωμα => aunque conocen	no		"{""match"": {""greek"": [""οἵτινες"", ""τὸ"", ""δικαίωμα""]}, ""action"": {""nbla"": [""aunque"", ""conocen""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-1-32	romanos 1:32	20-21	καὶ συνευδοκοῦσιν	27-28	aprobación a	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	και συνευδοκουσιν => aprobacion a	no		"{""match"": {""greek"": [""καὶ"", ""συνευδοκοῦσιν""]}, ""action"": {""nbla"": [""aprobación"", ""a""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-1-32	romanos 1:32	22-23	τοῖς πράσσουσιν.	27-28	aprobación a	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	τοις πρασσουσιν => aprobacion a	no		"{""match"": {""greek"": [""τοῖς"", ""πράσσουσιν.""]}, ""action"": {""nbla"": [""aprobación"", ""a""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-1-32	romanos 1:32	22-23	τοῖς πράσσουσιν.	31-32	las practican.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	τοις πρασσουσιν => las practican	no		"{""match"": {""greek"": [""τοῖς"", ""πράσσουσιν.""]}, ""action"": {""nbla"": [""las"", ""practican.""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-1-32	romanos 1:32	21-23	συνευδοκοῦσιν τοῖς πράσσουσιν.	31-32	las practican.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	συνευδοκουσιν τοις πρασσουσιν => las practican	no		"{""match"": {""greek"": [""συνευδοκοῦσιν"", ""τοῖς"", ""πράσσουσιν.""]}, ""action"": {""nbla"": [""las"", ""practican.""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-2-1	romanos 2:1	20-22	πράσσεις ὁ κρίνων·	25-32	porque tú que juzgas practicas las mismas cosas.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	πρασσεις ο κρινων => porque tu que juzgas practicas las mismas cosas	no		"{""match"": {""greek"": [""πράσσεις"", ""ὁ"", ""κρίνων·""]}, ""action"": {""nbla"": [""porque"", ""tú"", ""que"", ""juzgas"", ""practicas"", ""las"", ""mismas"", ""cosas.""], ""type"": ""expanded"", ""consume"": 8}}"
	romanos-2-2	romanos 2:2	06-07	τοῦ θεοῦ	04-10	juicio de Dios justamente cae sobre los	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	του θεου => juicio de dios justamente cae sobre los	no		"{""match"": {""greek"": [""τοῦ"", ""θεοῦ""]}, ""action"": {""nbla"": [""juicio"", ""de"", ""Dios"", ""justamente"", ""cae"", ""sobre"", ""los""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-2-2	romanos 2:2	07-08	θεοῦ ἐστιν	04-10	juicio de Dios justamente cae sobre los	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	θεου εστιν => juicio de dios justamente cae sobre los	no		"{""match"": {""greek"": [""θεοῦ"", ""ἐστιν""]}, ""action"": {""nbla"": [""juicio"", ""de"", ""Dios"", ""justamente"", ""cae"", ""sobre"", ""los""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-2-3	romanos 2:3	20-21	τοῦ θεοῦ;	17-18	lo mismo,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	του θεου => lo mismo	no		"{""match"": {""greek"": [""τοῦ"", ""θεοῦ;""]}, ""action"": {""nbla"": [""lo"", ""mismo,""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-2-3	romanos 2:3	19-21	κρίμα τοῦ θεοῦ;	17-18	lo mismo,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	κριμα του θεου => lo mismo	no		"{""match"": {""greek"": [""κρίμα"", ""τοῦ"", ""θεοῦ;""]}, ""action"": {""nbla"": [""lo"", ""mismo,""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-2-4	romanos 2:4	16-17	τὸ χρηστὸν	02-06	tienes en poco las riquezas	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	το χρηστον => tienes en poco las riquezas	no		"{""match"": {""greek"": [""τὸ"", ""χρηστὸν""]}, ""action"": {""nbla"": [""tienes"", ""en"", ""poco"", ""las"", ""riquezas""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-2-4	romanos 2:4	18-19	τοῦ θεοῦ	02-06	tienes en poco las riquezas	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	του θεου => tienes en poco las riquezas	no		"{""match"": {""greek"": [""τοῦ"", ""θεοῦ""]}, ""action"": {""nbla"": [""tienes"", ""en"", ""poco"", ""las"", ""riquezas""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-2-5	romanos 2:5	15-16	καὶ ⸀ἀποκαλύψεως	23-24	ira y	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	και ⸀αποκαλυψεως => ira y	no		"{""match"": {""greek"": [""καὶ"", ""⸀ἀποκαλύψεως""]}, ""action"": {""nbla"": [""ira"", ""y""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-2-5	romanos 2:5	16-17	⸀ἀποκαλύψεως δικαιοκρισίας	23-24	ira y	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	⸀αποκαλυψεως δικαιοκρισιας => ira y	no		"{""match"": {""greek"": [""⸀ἀποκαλύψεως"", ""δικαιοκρισίας""]}, ""action"": {""nbla"": [""ira"", ""y""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-2-5	romanos 2:5	18-19	τοῦ θεοῦ,	27-32	revelación del justo juicio de Dios.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	του θεου => revelacion del justo juicio de dios	no		"{""match"": {""greek"": [""τοῦ"", ""θεοῦ,""]}, ""action"": {""nbla"": [""revelación"", ""del"", ""justo"", ""juicio"", ""de"", ""Dios.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-2-5	romanos 2:5	17-19	δικαιοκρισίας τοῦ θεοῦ,	27-32	revelación del justo juicio de Dios.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	δικαιοκρισιας του θεου => revelacion del justo juicio de dios	no		"{""match"": {""greek"": [""δικαιοκρισίας"", ""τοῦ"", ""θεοῦ,""]}, ""action"": {""nbla"": [""revelación"", ""del"", ""justo"", ""juicio"", ""de"", ""Dios.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-2-6	romanos 2:6	05-06	τὰ ἔργα	08-09	SUS OBRAS:	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	τα εργα => sus obras	no		"{""match"": {""greek"": [""τὰ"", ""ἔργα""]}, ""action"": {""nbla"": [""SUS"", ""OBRAS:""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-2-6	romanos 2:6	06-07	ἔργα αὐτοῦ·	08-09	SUS OBRAS:	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	εργα αυτου => sus obras	no		"{""match"": {""greek"": [""ἔργα"", ""αὐτοῦ·""]}, ""action"": {""nbla"": [""SUS"", ""OBRAS:""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-2-7	romanos 2:7	02-03	μὲν καθʼ	01	a	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	μεν καθʼ => a	no		"{""match"": {""greek"": [""μὲν"", ""καθʼ""]}, ""action"": {""nbla"": [""a""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-2-7	romanos 2:7	01-03	τοῖς μὲν καθʼ	01	a	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	τοις μεν καθʼ => a	no		"{""match"": {""greek"": [""τοῖς"", ""μὲν"", ""καθʼ""]}, ""action"": {""nbla"": [""a""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-2-8	romanos 2:8	14-15	καὶ θυμός⸃,	08-09	no obedecen	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	και θυμος => no obedecen	no		"{""match"": {""greek"": [""καὶ"", ""θυμός⸃,""]}, ""action"": {""nbla"": [""no"", ""obedecen""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-2-8	romanos 2:8	13-15	⸂ὀργὴ καὶ θυμός⸃,	08-09	no obedecen	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	οργη και θυμος => no obedecen	no		"{""match"": {""greek"": [""⸂ὀργὴ"", ""καὶ"", ""θυμός⸃,""]}, ""action"": {""nbla"": [""no"", ""obedecen""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-2-11	romanos 2:11	02-03	γάρ ἐστιν	01-03	Porque en Dios	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.78	1	γαρ εστιν => porque en dios	no		"{""match"": {""greek"": [""γάρ"", ""ἐστιν""]}, ""action"": {""nbla"": [""Porque"", ""en"", ""Dios""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-2-11	romanos 2:11	01-03	οὐ γάρ ἐστιν	01-03	Porque en Dios	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.78	1	ου γαρ εστιν => porque en dios	no		"{""match"": {""greek"": [""οὐ"", ""γάρ"", ""ἐστιν""]}, ""action"": {""nbla"": [""Porque"", ""en"", ""Dios""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-2-12	romanos 2:12	13-14	διὰ νόμου	22-28	la ley, por la ley serán juzgados.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	δια νομου => la ley por la ley seran juzgados	no		"{""match"": {""greek"": [""διὰ"", ""νόμου""]}, ""action"": {""nbla"": [""la"", ""ley,"", ""por"", ""la"", ""ley"", ""serán"", ""juzgados.""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-2-12	romanos 2:12	14-15	νόμου κριθήσονται·	22-28	la ley, por la ley serán juzgados.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	νομου κριθησονται => la ley por la ley seran juzgados	no		"{""match"": {""greek"": [""νόμου"", ""κριθήσονται·""]}, ""action"": {""nbla"": [""la"", ""ley,"", ""por"", ""la"", ""ley"", ""serán"", ""juzgados.""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-2-13	romanos 2:13	01	οὐ	01	Porque	direct	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.31	1	ου => porque	no		"{""match"": {""greek"": [""οὐ""]}, ""action"": {""nbla"": [""Porque""], ""type"": ""direct"", ""consume"": 1}}"
	romanos-2-13	romanos 2:13	01-02	οὐ γὰρ	01	Porque	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.20	1	ου γαρ => porque	no		"{""match"": {""greek"": [""οὐ"", ""γὰρ""]}, ""action"": {""nbla"": [""Porque""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-2-13	romanos 2:13	08-09	⸀τῷ θεῷ,	13	sino	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	⸀τω θεω => sino	no		"{""match"": {""greek"": [""⸀τῷ"", ""θεῷ,""]}, ""action"": {""nbla"": [""sino""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-2-13	romanos 2:13	09-10	θεῷ, ἀλλʼ	13	sino	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	θεω αλλʼ => sino	no		"{""match"": {""greek"": [""θεῷ,"", ""ἀλλʼ""]}, ""action"": {""nbla"": [""sino""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-2-13	romanos 2:13	12-13	ποιηταὶ ⸁νόμου	18-21	ley; esos serán justificados.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	ποιηται ⸁νομου => ley esos seran justificados	no		"{""match"": {""greek"": [""ποιηταὶ"", ""⸁νόμου""]}, ""action"": {""nbla"": [""ley;"", ""esos"", ""serán"", ""justificados.""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-2-13	romanos 2:13	13-14	⸁νόμου δικαιωθήσονται.	18-21	ley; esos serán justificados.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	⸁νομου δικαιωθησονται => ley esos seran justificados	no		"{""match"": {""greek"": [""⸁νόμου"", ""δικαιωθήσονται.""]}, ""action"": {""nbla"": [""ley;"", ""esos"", ""serán"", ""justificados.""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-2-14	romanos 2:14	02-03	γὰρ ἔθνη	05	que	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	γαρ εθνη => que	no		"{""match"": {""greek"": [""γὰρ"", ""ἔθνη""]}, ""action"": {""nbla"": [""que""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-2-14	romanos 2:14	04-05	τὰ μὴ	05	que	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	τα μη => que	no		"{""match"": {""greek"": [""τὰ"", ""μὴ""]}, ""action"": {""nbla"": [""que""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-2-14	romanos 2:14	06-07	νόμον ἔχοντα	10-12	cumplen por instinto	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	νομον εχοντα => cumplen por instinto	no		"{""match"": {""greek"": [""νόμον"", ""ἔχοντα""]}, ""action"": {""nbla"": [""cumplen"", ""por"", ""instinto""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-2-14	romanos 2:14	07-08	ἔχοντα φύσει	10-12	cumplen por instinto	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	εχοντα φυσει => cumplen por instinto	no		"{""match"": {""greek"": [""ἔχοντα"", ""φύσει""]}, ""action"": {""nbla"": [""cumplen"", ""por"", ""instinto""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-2-14	romanos 2:14	07-08	ἔχοντα φύσει	14	dictados	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	εχοντα φυσει => dictados	no		"{""match"": {""greek"": [""ἔχοντα"", ""φύσει""]}, ""action"": {""nbla"": [""dictados""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-2-14	romanos 2:14	10-11	τοῦ νόμου	14	dictados	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	του νομου => dictados	no		"{""match"": {""greek"": [""τοῦ"", ""νόμου""]}, ""action"": {""nbla"": [""dictados""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-2-14	romanos 2:14	17-18	ἑαυτοῖς εἰσιν	25-28	ley para sí mismos.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	εαυτοις εισιν => ley para si mismos	no		"{""match"": {""greek"": [""ἑαυτοῖς"", ""εἰσιν""]}, ""action"": {""nbla"": [""ley"", ""para"", ""sí"", ""mismos.""], ""type"": ""expanded"", ""consume"": 4}}"
