BOOK	CH	VS	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	SOURCE_CLAUSE	TARGET_CLAUSE	OWNERSHIP_TYPE	OWNERSHIP_CONFIDENCE	OWNERSHIP_STATUS	SOURCE_SPAN	TARGET_SPAN	NOTES
1corintios	2	9	cn3	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	2	9	cn4	καὶ	coordinating	coordination	C2	C3	coordinate	medium	suggested	οὐκ ==εἶδεν== καὶ οὖς	οὐκ ==ἤκουσεν== καὶ ἐπὶ καρδίαν ἀνθρώπου	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	2	9	cn5	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	2	9	cn6	καὶ	coordinating	coordination	C3	C4	coordinate	medium	suggested	οὐκ ==ἤκουσεν== καὶ ἐπὶ καρδίαν ἀνθρώπου	οὐκ ==ἀνέβη== ὅσα	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	2	9	cn7	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	2	10	cn1	γὰρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		ἡμῖν γὰρ ==ἀπεκάλυψεν== ὁ θεὸς διὰ τοῦ πνεύματος τὸ γὰρ πνεῦμα πάντα	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	2	10	cn2	γὰρ	coordinating	cause/ground	C1	C2	subordinate	medium	suggested	ἡμῖν γὰρ ==ἀπεκάλυψεν== ὁ θεὸς διὰ τοῦ πνεύματος τὸ γὰρ πνεῦμα πάντα	==ἐραυνᾷ== καὶ τὰ βάθη τοῦ θεοῦ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	2	10	cn3	καὶ	coordinating	coordination	C2		coordinate	low	pending	==ἐραυνᾷ== καὶ τὰ βάθη τοῦ θεοῦ		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	2	11	cn1	γὰρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		τίς γὰρ ==οἶδεν== ἀνθρώπων τὰ τοῦ ἀνθρώπου εἰ μὴ τὸ πνεῦμα τοῦ ἀνθρώπου τὸ ἐν αὐτῷ οὕτως καὶ τὰ τοῦ θεοῦ οὐδεὶς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	2	11	cn2	εἰ	subordinating	condition	C1	C2	subordinate	medium	suggested	τίς γὰρ ==οἶδεν== ἀνθρώπων τὰ τοῦ ἀνθρώπου εἰ μὴ τὸ πνεῦμα τοῦ ἀνθρώπου τὸ ἐν αὐτῷ οὕτως καὶ τὰ τοῦ θεοῦ οὐδεὶς	==ἔγνωκεν== εἰ μὴ τὸ πνεῦμα τοῦ θεοῦ	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	2	11	cn3	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	2	11	cn4	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	τίς γὰρ ==οἶδεν== ἀνθρώπων τὰ τοῦ ἀνθρώπου εἰ μὴ τὸ πνεῦμα τοῦ ἀνθρώπου τὸ ἐν αὐτῷ οὕτως καὶ τὰ τοῦ θεοῦ οὐδεὶς	==ἔγνωκεν== εἰ μὴ τὸ πνεῦμα τοῦ θεοῦ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	2	11	cn5	εἰ	subordinating	condition			subordinate	low	pending			function follows connector inventory; no target finite clause found in verse; missing target clause
1corintios	2	11	cn6	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	2	12	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ἡμεῖς δὲ οὐ τὸ πνεῦμα τοῦ κόσμου ==ἐλάβομεν== ἀλλὰ τὸ πνεῦμα τὸ ἐκ τοῦ θεοῦ	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	2	12	cn2	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	2	12	cn3	ἀλλὰ	coordinating	contrast	C1	C2	coordinate	medium	suggested	ἡμεῖς δὲ οὐ τὸ πνεῦμα τοῦ κόσμου ==ἐλάβομεν== ἀλλὰ τὸ πνεῦμα τὸ ἐκ τοῦ θεοῦ	ἵνα ==εἰδῶμεν== τὰ ὑπὸ τοῦ θεοῦ χαρισθέντα ἡμῖν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	2	12	cn4	ἵνα	subordinating	purpose/result	C1	C2	subordinate	medium	suggested	ἡμεῖς δὲ οὐ τὸ πνεῦμα τοῦ κόσμου ==ἐλάβομεν== ἀλλὰ τὸ πνεῦμα τὸ ἐκ τοῦ θεοῦ	ἵνα ==εἰδῶμεν== τὰ ὑπὸ τοῦ θεοῦ χαρισθέντα ἡμῖν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	2	13	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ἃ καὶ ==λαλοῦμεν== οὐκ ἐν διδακτοῖς ἀνθρωπίνης σοφίας λόγοις ἀλλʼ ἐν διδακτοῖς πνεύματος πνευματικοῖς πνευματικὰ συγκρίνοντες	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	2	13	cn2	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	2	13	cn3	ἀλλʼ	coordinating	contrast	C1		coordinate	low	pending	ἃ καὶ ==λαλοῦμεν== οὐκ ἐν διδακτοῖς ἀνθρωπίνης σοφίας λόγοις ἀλλʼ ἐν διδακτοῖς πνεύματος πνευματικοῖς πνευματικὰ συγκρίνοντες		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	2	14	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ψυχικὸς δὲ ἄνθρωπος οὐ ==δέχεται== τὰ τοῦ πνεύματος τοῦ θεοῦ μωρία γὰρ αὐτῷ	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	2	14	cn2	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	2	14	cn3	γὰρ	coordinating	cause/ground	C1	C2	subordinate	medium	suggested	ψυχικὸς δὲ ἄνθρωπος οὐ ==δέχεται== τὰ τοῦ πνεύματος τοῦ θεοῦ μωρία γὰρ αὐτῷ	==ἐστίν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	2	14	cn4	καὶ	coordinating	coordination	C2	C3	coordinate	medium	suggested	==ἐστίν==	καὶ οὐ ==δύναται== γνῶναι ὅτι πνευματικῶς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	2	14	cn5	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	2	14	cn6	ὅτι	subordinating	content/cause	C3	C4	subordinate	medium	suggested	καὶ οὐ ==δύναται== γνῶναι ὅτι πνευματικῶς	==ἀνακρίνεται==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	2	15	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ὁ δὲ πνευματικὸς ==ἀνακρίνει== τὰ πάντα αὐτὸς δὲ ὑπʼ οὐδενὸς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	2	15	cn2	δὲ	coordinating	coordination	C1	C2	coordinate	medium	suggested	ὁ δὲ πνευματικὸς ==ἀνακρίνει== τὰ πάντα αὐτὸς δὲ ὑπʼ οὐδενὸς	==ἀνακρίνεται==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	2	16	cn1	γὰρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		τίς γὰρ ==ἔγνω== νοῦν κυρίου ὃς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	2	16	cn2	δὲ	coordinating	coordination	C2	C3	coordinate	medium	suggested	==συμβιβάσει== αὐτόν ἡμεῖς δὲ νοῦν χριστοῦ	==ἔχομεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	3	1	cn1	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	3	1	cn2	ὡς	subordinating	comparison/manner			subordinate	low	pending			context-sensitive function; keep as suggested; no target finite clause found in verse; missing target clause
1corintios	3	1	cn3	ἀλλʼ	coordinating	contrast	C1		coordinate	low	pending	κἀγώ ἀδελφοί οὐκ ==ἠδυνήθην== λαλῆσαι ὑμῖν ὡς πνευματικοῖς ἀλλʼ ὡς σαρκίνοις ὡς νηπίοις ἐν χριστῷ		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	3	1	cn4	ὡς	subordinating	comparison/manner			subordinate	low	pending			context-sensitive function; keep as suggested; no target finite clause found in verse; missing target clause
1corintios	3	1	cn5	ὡς	subordinating	comparison/manner			subordinate	low	pending			context-sensitive function; keep as suggested; no target finite clause found in verse; missing target clause
1corintios	3	2	cn1	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
