BOOK	CH	VS	CN_ID	G_IDX	GREEK	LEMMA	RMAC	DETECTED_CERTAINTY	CONNECTOR_KIND	DEFAULT_RELATION	LEVEL1_DETECTED	LEVEL2_CATEGORY_CERTAINTY	LEVEL3_SUGGESTED_FUNCTION	LEVEL3_CONFIDENCE	LEVEL4_SUGGESTED_SOURCE	LEVEL4_SUGGESTED_TARGET	LEVEL4_CONFIDENCE	STATUS	NOTES
1corintios	3	4	cn2	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	4	cn3	10	δέ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	4	cn4	13	οὐκ	οὐ	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	3	5	cn1	02	οὖν	οὖν	CONJ	certain	coordinating	inference	yes	high	inference/result	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	5	cn2	06	δέ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	5	cn3	13	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	5	cn4	15	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	3	6	cn1	05	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	7	cn1	01	ὥστε	ὥστε	CONJ	certain	subordinating	result/inference	yes	high	result/inference	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	3	7	cn2	02	οὔτε	οὔτε	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	7	cn3	07	οὔτε	οὔτε	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	3	7	cn4	10	ἀλλʼ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	3	8	cn1	03	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	8	cn2	04	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	8	cn3	10	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	9	cn1	02	γάρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	10	cn1	09	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	3	10	cn2	15	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	10	cn3	18	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	11	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	12	cn1	01	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	3	12	cn2	02	δέ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	13	cn1	07	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	13	cn2	10	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	3	13	cn3	14	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	14	cn1	01	εἴ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	3	15	cn1	01	εἴ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	3	15	cn2	08	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	15	cn3	11	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	3	15	cn4	12	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium			low	suggested	context-sensitive function; keep as suggested; no target finite clause found in verse
1corintios	3	16	cn1	01	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	3	16	cn2	03	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	3	16	cn3	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	17	cn1	01	εἴ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	3	17	cn2	13	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	18	cn1	04	εἴ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high	C1	C2	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	3	18	cn2	17	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	3	19	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	19	cn2	13	γάρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C2		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	3	20	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	3	20	cn2	09	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	3	21	cn1	01	ὥστε	ὥστε	CONJ	certain	subordinating	result/inference	yes	high	result/inference	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	3	21	cn2	07	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	3	22	cn1	01	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	3	22	cn2	03	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	3	22	cn3	05	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	3	22	cn4	07	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	3	22	cn5	09	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	3	22	cn6	11	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	3	22	cn7	13	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	3	22	cn8	15	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	3	23	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	3	23	cn2	05	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	4	1	cn1	05	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium			low	suggested	context-sensitive function; keep as suggested; no target finite clause found in verse
